url,status,state,parent,failureDetails
"https://traceremove.dev/_next/static/chunks/app/projects/transparent-llms/page-2c14b2037d52c912.js",200,OK,"https://traceremove.dev/projects/transparent-llms","[]"
"https://traceremove.dev/site-map",200,OK,"https://traceremove.dev/legal","[]"
"https://traceremove.dev/_next/static/chunks/app/projects/ethics-multimodal-ai/page-ff6e446e60cba71d.js",200,OK,"https://traceremove.dev/projects/ethics-multimodal-ai","[]"
"https://traceremove.dev/_next/static/chunks/app/tools/annotation-demo/page-d37aa79fb9b6629e.js",200,OK,"https://traceremove.dev/tools/annotation-demo","[]"
"https://traceremove.dev/_next/static/chunks/app/tools/privacy-score-calculator/page-b205cad7bdd6b91e.js",200,OK,"https://traceremove.dev/tools/privacy-score-calculator","[]"
"https://traceremove.dev/_next/static/chunks/app/site-map/page-6f9dd1f6ff3d3106.js",200,OK,"https://traceremove.dev/site-map","[]"
"https://traceremove.dev/ai-lab-members",200,OK,"https://traceremove.dev/site-map","[]"
"https://traceremove.dev/_next/static/chunks/app/tools/paper-summarizer/page-54c440da13199080.js",200,OK,"https://traceremove.dev/tools/paper-summarizer","[]"
"https://traceremove.dev/faq",200,OK,"https://traceremove.dev/site-map","[]"
"https://traceremove.dev/_next/static/chunks/app/ai-lab-members/page-2d91fb6dc5a13f3c.js",200,OK,"https://traceremove.dev/ai-lab-members","[]"
"https://traceremove.dev/_next/static/chunks/app/faq/page-c4c6ff741dd96411.js",200,OK,"https://traceremove.dev/faq","[]"
"https://github.com/zikzk1394",404,BROKEN,"https://traceremove.dev/ai-lab-members",""
"https://traceremove.dev/academic/cv",200,OK,"https://traceremove.dev/academic","[]"
"https://traceremove.dev/articles/ai-human-dignity",200,OK,"https://traceremove.dev/articles","[]"
"https://traceremove.dev/_next/static/chunks/app/academic/cv/page-e536a629fa3fb09b.js",200,OK,"https://traceremove.dev/academic/cv","[]"
"https://traceremove.dev/academic/reading-list",200,OK,"https://traceremove.dev/academic","[]"
"https://traceremove.dev/academic/collaborations",200,OK,"https://traceremove.dev/academic","[]"
